module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
MEA-079,Meal Planning for Travelers,Practical meal planning strategies related to meal planning for travelers.,Meal Planning,Life Stage Planning,pending,,,Foundation,meal_plan
MEA-080,Meal Planning During Recovery,Practical meal planning strategies related to meal planning during recovery.,Meal Planning,Life Stage Planning,pending,,,Foundation,meal_plan
MEA-081,Meal Planning on a Budget,"Practical strategies, examples, and tradeoffs related to meal planning on a budget.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-082,Budget-Friendly Protein,"Practical strategies, examples, and tradeoffs related to budget-friendly protein.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-083,Budget-Friendly Fiber,"Practical strategies, examples, and tradeoffs related to budget-friendly fiber.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-084,Healthy Pantry Meals,"Practical strategies, examples, and tradeoffs related to healthy pantry meals.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-085,Healthy Freezer Meals,"Practical strategies, examples, and tradeoffs related to healthy freezer meals.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-086,Healthy Convenience Foods,"Practical strategies, examples, and tradeoffs related to healthy convenience foods.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-087,Healthy Takeout Planning,"Practical strategies, examples, and tradeoffs related to healthy takeout planning.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-088,Healthy Restaurant Planning,"Practical strategies, examples, and tradeoffs related to healthy restaurant planning.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-089,Batch Cooking,"Practical strategies, examples, and tradeoffs related to batch cooking.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-090,Reducing Food Waste,"Practical strategies, examples, and tradeoffs related to reducing food waste.",Meal Planning,Budget and Convenience,pending,,,Foundation,meal_plan
MEA-091,One-Week Balanced Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week balanced meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-092,One-Week High-Protein Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week high-protein meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-093,One-Week High-Fiber Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week high-fiber meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-094,One-Week Vegetarian Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week vegetarian meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-095,One-Week Indian Healthy Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week indian healthy meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-096,One-Week Mediterranean Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week mediterranean meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-097,One-Week DASH Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week dash meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-098,One-Week Weight-Management Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week weight-management meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-099,One-Week Blood-Sugar-Friendly Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for one-week blood-sugar-friendly meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
MEA-100,Building Your Own Weekly Meal Plan,"A flexible framework, examples, substitutions, and safety considerations for building your own weekly meal plan.",Meal Planning,Weekly Plans,pending,,,Foundation,meal_plan
PROG-001,Beginner Walking Program,"A structured, progressive, safety-conscious approach to beginner walking program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-002,Beginner Strength Program,"A structured, progressive, safety-conscious approach to beginner strength program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-003,Beginner Cardio Program,"A structured, progressive, safety-conscious approach to beginner cardio program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-004,Beginner Mobility Program,"A structured, progressive, safety-conscious approach to beginner mobility program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-005,Beginner Balance Program,"A structured, progressive, safety-conscious approach to beginner balance program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-006,Beginner Home Workout Program,"A structured, progressive, safety-conscious approach to beginner home workout program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-007,Beginner Gym Program,"A structured, progressive, safety-conscious approach to beginner gym program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-008,Beginner Run-Walk Program,"A structured, progressive, safety-conscious approach to beginner run-walk program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-009,Beginner Cycling Program,"A structured, progressive, safety-conscious approach to beginner cycling program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-010,Beginner Swimming Program,"A structured, progressive, safety-conscious approach to beginner swimming program.",Exercise Programs,Beginner Programs,pending,,,Foundation,exercise_program
PROG-011,Full-Body Strength Program,"Programming principles, progression, exercise selection, and safety for full-body strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-012,Two-Day Strength Program,"Programming principles, progression, exercise selection, and safety for two-day strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-013,Three-Day Strength Program,"Programming principles, progression, exercise selection, and safety for three-day strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-014,Four-Day Strength Program,"Programming principles, progression, exercise selection, and safety for four-day strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-015,Upper-Lower Strength Program,"Programming principles, progression, exercise selection, and safety for upper-lower strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-016,Push-Pull-Legs Program,"Programming principles, progression, exercise selection, and safety for push-pull-legs program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-017,Dumbbell Strength Program,"Programming principles, progression, exercise selection, and safety for dumbbell strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-018,Resistance Band Program,"Programming principles, progression, exercise selection, and safety for resistance band program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-019,Bodyweight Strength Program,"Programming principles, progression, exercise selection, and safety for bodyweight strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-020,Kettlebell Strength Program,"Programming principles, progression, exercise selection, and safety for kettlebell strength program.",Exercise Programs,Strength Programs,pending,,,Foundation,exercise_program
PROG-021,Beginner Muscle-Building Program,"A structured approach to beginner muscle-building program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-022,Intermediate Muscle-Building Program,"A structured approach to intermediate muscle-building program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-023,Upper-Body Muscle Program,"A structured approach to upper-body muscle program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-024,Lower-Body Muscle Program,"A structured approach to lower-body muscle program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-025,Glute Strength Program,"A structured approach to glute strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-026,Back Strength Program,"A structured approach to back strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-027,Chest Strength Program,"A structured approach to chest strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-028,Shoulder Strength Program,"A structured approach to shoulder strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-029,Arm Strength Program,"A structured approach to arm strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-030,Core Strength Program,"A structured approach to core strength program, including volume, progression, recovery, and safety.",Exercise Programs,Muscle Programs,pending,,,Foundation,exercise_program
PROG-031,Zone 2 Training Program,"A progressive endurance framework for zone 2 training program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-032,Walking for Fitness Program,"A progressive endurance framework for walking for fitness program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-033,Brisk Walking Program,"A progressive endurance framework for brisk walking program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-034,5K Beginner Program,"A progressive endurance framework for 5k beginner program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-035,10K Beginner Program,"A progressive endurance framework for 10k beginner program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-036,Cycling Fitness Program,"A progressive endurance framework for cycling fitness program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-037,Indoor Cycling Program,"A progressive endurance framework for indoor cycling program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-038,Rowing Fitness Program,"A progressive endurance framework for rowing fitness program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-039,Elliptical Fitness Program,"A progressive endurance framework for elliptical fitness program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-040,Stair Climbing Program,"A progressive endurance framework for stair climbing program, including intensity, recovery, and monitoring.",Exercise Programs,Cardio Programs,pending,,,Foundation,exercise_program
PROG-041,Beginner Interval Training Program,"A structured, evidence-based progression for beginner interval training program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-042,HIIT Starter Program,"A structured, evidence-based progression for hiit starter program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-043,Advanced Interval Training Program,"A structured, evidence-based progression for advanced interval training program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-044,VO2 Max Improvement Program,"A structured, evidence-based progression for vo2 max improvement program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-045,Lactate Threshold Program,"A structured, evidence-based progression for lactate threshold program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-046,Sprint Interval Program,"A structured, evidence-based progression for sprint interval program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-047,Mixed Cardio Program,"A structured, evidence-based progression for mixed cardio program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-048,Cardio and Strength Combined Program,"A structured, evidence-based progression for cardio and strength combined program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-049,Power Training Program,"A structured, evidence-based progression for power training program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-050,Athletic Conditioning Program,"A structured, evidence-based progression for athletic conditioning program, including suitability and safety.",Exercise Programs,HIIT and Performance,pending,,,Foundation,exercise_program
PROG-051,Daily Mobility Program,"A progressive routine for daily mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-052,Hip Mobility Program,"A progressive routine for hip mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-053,Ankle Mobility Program,"A progressive routine for ankle mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-054,Shoulder Mobility Program,"A progressive routine for shoulder mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-055,Thoracic Mobility Program,"A progressive routine for thoracic mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-056,Flexibility Program,"A progressive routine for flexibility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-057,Balance Improvement Program,"A progressive routine for balance improvement program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-058,Fall Prevention Exercise Program,"A progressive routine for fall prevention exercise program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-059,Yoga-Based Mobility Program,"A progressive routine for yoga-based mobility program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-060,Tai Chi Balance Program,"A progressive routine for tai chi balance program, including frequency, progression, and safety.",Exercise Programs,Mobility and Balance,pending,,,Foundation,exercise_program
PROG-061,Strength After 50 Program,"A practical, progressive exercise framework for strength after 50 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-062,Strength After 60 Program,"A practical, progressive exercise framework for strength after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-063,Healthy Aging Fitness Program,"A practical, progressive exercise framework for healthy aging fitness program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-064,Sarcopenia Prevention Program,"A practical, progressive exercise framework for sarcopenia prevention program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-065,Bone Health Exercise Program,"A practical, progressive exercise framework for bone health exercise program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-066,Fall Prevention Program,"A practical, progressive exercise framework for fall prevention program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-067,Walking After 60 Program,"A practical, progressive exercise framework for walking after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-068,Cardio After 60 Program,"A practical, progressive exercise framework for cardio after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-069,Mobility After 60 Program,"A practical, progressive exercise framework for mobility after 60 program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-070,Longevity Fitness Program,"A practical, progressive exercise framework for longevity fitness program, tailored to healthy aging.",Exercise Programs,Healthy Aging Programs,pending,,,Foundation,exercise_program
PROG-071,Exercise Program for Prediabetes,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for prediabetes.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-072,Exercise Program for Type 2 Diabetes,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for type 2 diabetes.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-073,Exercise Program for High Blood Pressure,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for high blood pressure.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-074,Exercise Program for High Cholesterol,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for high cholesterol.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-075,Exercise Program for Obesity,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for obesity.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-076,Exercise Program for Fatty Liver Disease,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for fatty liver disease.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-077,Exercise Program for Osteoarthritis,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for osteoarthritis.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-078,Exercise Program for Osteoporosis,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for osteoporosis.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-079,Exercise Program for Chronic Back Pain,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for chronic back pain.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-080,Exercise Program for Better Sleep,"Evidence-based exercise planning, progression, monitoring, and safety for exercise program for better sleep.",Exercise Programs,Condition-Focused Programs,pending,,,Foundation,exercise_program
PROG-081,20-Minute Workout Program,"Time-efficient programming, progression, and practical strategies for 20-minute workout program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-082,30-Minute Workout Program,"Time-efficient programming, progression, and practical strategies for 30-minute workout program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-083,Three-Day Fitness Program,"Time-efficient programming, progression, and practical strategies for three-day fitness program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-084,Weekend Warrior Program,"Time-efficient programming, progression, and practical strategies for weekend warrior program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-085,Travel Workout Program,"Time-efficient programming, progression, and practical strategies for travel workout program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-086,Hotel Workout Program,"Time-efficient programming, progression, and practical strategies for hotel workout program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-087,Office Worker Fitness Program,"Time-efficient programming, progression, and practical strategies for office worker fitness program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-088,No-Equipment Home Program,"Time-efficient programming, progression, and practical strategies for no-equipment home program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-089,Minimal-Equipment Program,"Time-efficient programming, progression, and practical strategies for minimal-equipment program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-090,Busy Professional Fitness Program,"Time-efficient programming, progression, and practical strategies for busy professional fitness program.",Exercise Programs,Busy-Life Programs,pending,,,Foundation,exercise_program
PROG-091,Fat Loss Exercise Program,"A goal-focused framework for fat loss exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-092,Muscle Gain Exercise Program,"A goal-focused framework for muscle gain exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-093,General Fitness Program,"A goal-focused framework for general fitness program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-094,Improve VO2 Max Program,"A goal-focused framework for improve vo2 max program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-095,Improve Strength Program,"A goal-focused framework for improve strength program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-096,Improve Mobility Program,"A goal-focused framework for improve mobility program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-097,Improve Balance Program,"A goal-focused framework for improve balance program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-098,Improve Energy Program,"A goal-focused framework for improve energy program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-099,Return to Exercise Program,"A goal-focused framework for return to exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
PROG-100,Building Your Own Exercise Program,"A goal-focused framework for building your own exercise program, including progression, recovery, and safety.",Exercise Programs,Goal-Based Programs,pending,,,Foundation,exercise_program
CASE-001,Case Study: Weight Gain After 40,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: weight gain after 40.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-002,Case Study: Prediabetes and Sedentary Lifestyle,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: prediabetes and sedentary lifestyle.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-003,Case Study: Type 2 Diabetes and Low Fitness,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: type 2 diabetes and low fitness.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-004,Case Study: Abdominal Weight Gain,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: abdominal weight gain.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-005,Case Study: Weight-Loss Plateau,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: weight-loss plateau.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-006,Case Study: Emotional Eating,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: emotional eating.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-007,Case Study: Frequent Restaurant Eating,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: frequent restaurant eating.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-008,Case Study: Vegetarian Protein Deficiency Risk,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: vegetarian protein deficiency risk.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-009,Case Study: High Triglycerides,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: high triglycerides.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-010,Case Study: Fatty Liver Disease,"A realistic educational scenario integrating assessment, evidence, priorities, and practical next steps for case study: fatty liver disease.",Case Studies and Scenarios,Weight and Metabolic Scenarios,pending,,,Foundation,case_study
CASE-011,Case Study: Newly Diagnosed High Blood Pressure,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: newly diagnosed high blood pressure.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-012,Case Study: High LDL Cholesterol,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: high ldl cholesterol.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-013,Case Study: High Lipoprotein(a),"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: high lipoprotein(a).",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-014,Case Study: Family History of Heart Disease,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: family history of heart disease.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-015,Case Study: South Asian Cardiovascular Risk,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: south asian cardiovascular risk.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-016,Case Study: Low Cardiorespiratory Fitness,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: low cardiorespiratory fitness.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-017,Case Study: Smoking and Heart Risk,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: smoking and heart risk.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-018,Case Study: High Stress and Blood Pressure,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: high stress and blood pressure.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-019,Case Study: Poor Sleep and Blood Pressure,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: poor sleep and blood pressure.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-020,Case Study: Improving Heart Health After 50,"A realistic educational scenario integrating risk, evidence, lifestyle, and safety for case study: improving heart health after 50.",Case Studies and Scenarios,Heart Health Scenarios,pending,,,Foundation,case_study
CASE-021,Case Study: Chronic Short Sleep,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: chronic short sleep.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-022,Case Study: Difficulty Falling Asleep,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: difficulty falling asleep.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-023,Case Study: Waking During the Night,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: waking during the night.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-024,Case Study: Weekend Catch-Up Sleep,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: weekend catch-up sleep.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-025,Case Study: Shift Worker Sleep Problems,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: shift worker sleep problems.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-026,Case Study: Frequent Jet Lag,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: frequent jet lag.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-027,Case Study: Suspected Sleep Apnea,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: suspected sleep apnea.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-028,Case Study: Menopause and Sleep,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: menopause and sleep.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-029,Case Study: Caffeine and Insomnia,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: caffeine and insomnia.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-030,Case Study: Improving Sleep Without Supplements,"A realistic educational scenario integrating sleep science, behavior, safety, and practical options for case study: improving sleep without supplements.",Case Studies and Scenarios,Sleep Scenarios,pending,,,Foundation,case_study
CASE-031,Case Study: Starting Exercise After Years of Inactivity,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: starting exercise after years of inactivity.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-032,Case Study: Building Strength After 50,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: building strength after 50.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-033,Case Study: Knee Pain and Exercise,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: knee pain and exercise.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-034,Case Study: Low VO2 Max,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: low vo2 max.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-035,Case Study: Exercise Plateau,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: exercise plateau.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-036,Case Study: Too Much High-Intensity Training,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: too much high-intensity training.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-037,Case Study: Weekend-Only Exercise,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: weekend-only exercise.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
